x [um]	Ec	Ev	Ei	Efn	Efp
0.373251	0.302994	-0.817006	-0.257006	-0.0819456	-0.603591
0.373902	0.302994	-0.817006	-0.257006	-0.0818521	-0.603591
0.374553	0.302995	-0.817005	-0.257005	-0.0817589	-0.603591
0.375203	0.302995	-0.817005	-0.257005	-0.081666	-0.603591
0.375854	0.302995	-0.817005	-0.257005	-0.0815735	-0.603591
0.376505	0.302995	-0.817005	-0.257005	-0.0814813	-0.603591
0.377156	0.302995	-0.817005	-0.257005	-0.0813894	-0.603591
0.377806	0.302995	-0.817005	-0.257005	-0.0812979	-0.603591
0.378457	0.302995	-0.817005	-0.257005	-0.0812067	-0.603591
0.379108	0.302996	-0.817004	-0.257004	-0.0811157	-0.603591
0.379759	0.302996	-0.817004	-0.257004	-0.0810252	-0.603591
0.380409	0.302996	-0.817004	-0.257004	-0.0809349	-0.603591
0.38106	0.302996	-0.817004	-0.257004	-0.0808449	-0.603591
0.381711	0.302996	-0.817004	-0.257004	-0.0807553	-0.603591
0.382362	0.302996	-0.817004	-0.257004	-0.0806659	-0.603591
0.383012	0.302996	-0.817004	-0.257004	-0.0805769	-0.603591
0.383663	0.302997	-0.817003	-0.257003	-0.0804882	-0.603591
0.384314	0.302997	-0.817003	-0.257003	-0.0803998	-0.603591
0.384964	0.302997	-0.817003	-0.257003	-0.0803116	-0.603591
0.385615	0.302997	-0.817003	-0.257003	-0.0802238	-0.603591
0.386266	0.302997	-0.817003	-0.257003	-0.0801363	-0.603591
0.386917	0.302997	-0.817003	-0.257003	-0.0800491	-0.603591
0.387567	0.302997	-0.817003	-0.257003	-0.0799621	-0.603591
0.388218	0.302997	-0.817003	-0.257003	-0.0798755	-0.603591
0.388869	0.302998	-0.817002	-0.257002	-0.0797891	-0.603591
0.38952	0.302998	-0.817002	-0.257002	-0.0797031	-0.603591
0.39017	0.302998	-0.817002	-0.257002	-0.0796173	-0.603591
0.390821	0.302998	-0.817002	-0.257002	-0.0795318	-0.603591
0.391472	0.302998	-0.817002	-0.257002	-0.0794465	-0.603591
0.392122	0.302998	-0.817002	-0.257002	-0.0793616	-0.603591
0.392773	0.302998	-0.817002	-0.257002	-0.0792769	-0.603591
0.393424	0.302999	-0.817001	-0.257001	-0.0791926	-0.603591
0.394075	0.302999	-0.817001	-0.257001	-0.0791084	-0.603591
0.394725	0.302999	-0.817001	-0.257001	-0.0790246	-0.603591
0.395376	0.302999	-0.817001	-0.257001	-0.078941	-0.603591
0.396027	0.302999	-0.817001	-0.257001	-0.0788577	-0.603591
0.396678	0.302999	-0.817001	-0.257001	-0.0787747	-0.603591
0.397328	0.302999	-0.817001	-0.257001	-0.0786919	-0.603591
0.397979	0.303	-0.817	-0.257	-0.0786094	-0.603591
0.39863	0.303	-0.817	-0.257	-0.0785272	-0.603591
0.399281	0.303	-0.817	-0.257	-0.0784452	-0.603591
0.399931	0.303	-0.817	-0.257	-0.0783635	-0.603591
0.400582	0.303	-0.817	-0.257	-0.078282	-0.603591
0.401233	0.303	-0.817	-0.257	-0.0782008	-0.603591
0.401883	0.303	-0.817	-0.257	-0.0781198	-0.603591
0.402534	0.303001	-0.816999	-0.256999	-0.0780391	-0.603591
0.403185	0.303001	-0.816999	-0.256999	-0.0779587	-0.603591
0.403836	0.303001	-0.816999	-0.256999	-0.0778785	-0.603591
0.404486	0.303001	-0.816999	-0.256999	-0.0777985	-0.603591
0.405137	0.303001	-0.816999	-0.256999	-0.0777188	-0.603591
0.405788	0.303001	-0.816999	-0.256999	-0.0776394	-0.603591
0.406439	0.303001	-0.816999	-0.256999	-0.0775601	-0.603591
0.407089	0.303001	-0.816999	-0.256999	-0.0774811	-0.603591
